end_result,game,game_id,period,play,player,playoffs,score,season,shot_made,time
103 - 91,MIN - MIA,400828048,4,Andrew Wiggins misses free throw 1 of 2,Andrew Wiggins,regular,102 - 91,2015 - 2016,0,0:27
103 - 91,MIN - MIA,400828048,4,Andrew Wiggins makes free throw 2 of 2,Andrew Wiggins,regular,103 - 91,2015 - 2016,1,0:27
94 - 102,CHA - NY,400828049,1,Robin Lopez makes free throw 1 of 2,Robin Lopez,regular,0 - 3,2015 - 2016,1,11:17
94 - 102,CHA - NY,400828049,1,Robin Lopez makes free throw 2 of 2,Robin Lopez,regular,0 - 4,2015 - 2016,1,11:17
94 - 102,CHA - NY,400828049,1,Nicolas Batum misses free throw 1 of 2,Nicolas Batum,regular,0 - 4,2015 - 2016,0,10:29
94 - 102,CHA - NY,400828049,1,Nicolas Batum makes free throw 2 of 2,Nicolas Batum,regular,4-Jan,2015 - 2016,1,10:29
94 - 102,CHA - NY,400828049,1,Cody Zeller misses free throw 1 of 1,Cody Zeller,regular,6-Mar,2015 - 2016,0,10:00
94 - 102,CHA - NY,400828049,1,Derrick Williams makes free throw 1 of 2,Derrick Williams,regular,17 - 25,2015 - 2016,1,0:42
94 - 102,CHA - NY,400828049,1,Derrick Williams makes free throw 2 of 2,Derrick Williams,regular,17 - 26,2015 - 2016,1,0:42
94 - 102,CHA - NY,400828049,1,Jeremy Lin makes free throw 1 of 2,Jeremy Lin,regular,18 - 26,2015 - 2016,1,0:35
94 - 102,CHA - NY,400828049,1,Jeremy Lin makes free throw 2 of 2,Jeremy Lin,regular,19 - 26,2015 - 2016,1,0:35
94 - 102,CHA - NY,400828049,2,Jerian Grant makes free throw 1 of 2,Jerian Grant,regular,33 - 29,2015 - 2016,1,8:49
94 - 102,CHA - NY,400828049,2,Jerian Grant makes free throw 2 of 2,Jerian Grant,regular,33 - 30,2015 - 2016,1,8:49
94 - 102,CHA - NY,400828049,2,Jeremy Lin makes free throw 1 of 2,Jeremy Lin,regular,36 - 30,2015 - 2016,1,8:08
94 - 102,CHA - NY,400828049,2,Jeremy Lin misses free throw 2 of 2,Jeremy Lin,regular,36 - 30,2015 - 2016,0,8:08
94 - 102,CHA - NY,400828049,2,Al Jefferson misses free throw 1 of 2,Al Jefferson,regular,40 - 32,2015 - 2016,0,5:01
94 - 102,CHA - NY,400828049,2,Al Jefferson misses free throw 2 of 2,Al Jefferson,regular,40 - 32,2015 - 2016,0,5:01
94 - 102,CHA - NY,400828049,2,Carmelo Anthony makes free throw 1 of 2,Carmelo Anthony,regular,40 - 33,2015 - 2016,1,4:41
94 - 102,CHA - NY,400828049,2,Carmelo Anthony misses free throw 2 of 2,Carmelo Anthony,regular,40 - 33,2015 - 2016,0,4:41
94 - 102,CHA - NY,400828049,2,Kemba Walker misses free throw 1 of 2,Kemba Walker,regular,40 - 33,2015 - 2016,0,4:28
94 - 102,CHA - NY,400828049,2,Kemba Walker makes free throw 2 of 2,Kemba Walker,regular,41 - 33,2015 - 2016,1,4:28
94 - 102,CHA - NY,400828049,2,Kemba Walker misses free throw 1 of 2,Kemba Walker,regular,43 - 38,2015 - 2016,0,3:04
94 - 102,CHA - NY,400828049,2,Kemba Walker makes free throw 2 of 2,Kemba Walker,regular,44 - 38,2015 - 2016,1,3:04
94 - 102,CHA - NY,400828049,2,Jeremy Lin makes free throw 1 of 2,Jeremy Lin,regular,47 - 40,2015 - 2016,1,2:12
94 - 102,CHA - NY,400828049,2,Jeremy Lin makes free throw 2 of 2,Jeremy Lin,regular,48 - 40,2015 - 2016,1,2:12
94 - 102,CHA - NY,400828049,2,Kristaps Porzingis makes free throw 1 of 2,Kristaps Porzingis,regular,48 - 43,2015 - 2016,1,1:31
94 - 102,CHA - NY,400828049,2,Kristaps Porzingis makes free throw 2 of 2,Kristaps Porzingis,regular,48 - 44,2015 - 2016,1,1:31
94 - 102,CHA - NY,400828049,3,Kristaps Porzingis makes free throw 1 of 2,Kristaps Porzingis,regular,48 - 47,2015 - 2016,1,11:00
94 - 102,CHA - NY,400828049,3,Kristaps Porzingis makes free throw 2 of 2,Kristaps Porzingis,regular,48 - 48,2015 - 2016,1,11:00
94 - 102,CHA - NY,400828049,3,Kemba Walker misses free throw 1 of 2,Kemba Walker,regular,65 - 68,2015 - 2016,0,3:31
94 - 102,CHA - NY,400828049,3,Kemba Walker makes free throw 2 of 2,Kemba Walker,regular,66 - 68,2015 - 2016,1,3:31
94 - 102,CHA - NY,400828049,3,Carmelo Anthony makes free throw 1 of 2,Carmelo Anthony,regular,66 - 69,2015 - 2016,1,3:16
94 - 102,CHA - NY,400828049,3,Carmelo Anthony makes free throw 2 of 2,Carmelo Anthony,regular,66 - 70,2015 - 2016,1,3:16
94 - 102,CHA - NY,400828049,3,Spencer Hawes makes free throw 1 of 2,Spencer Hawes,regular,69 - 72,2015 - 2016,1,1:57
94 - 102,CHA - NY,400828049,3,Spencer Hawes makes free throw 2 of 2,Spencer Hawes,regular,70 - 72,2015 - 2016,1,1:57
94 - 102,CHA - NY,400828049,3,Jeremy Lamb makes free throw 1 of 2,Jeremy Lamb,regular,71 - 74,2015 - 2016,1,1:09
94 - 102,CHA - NY,400828049,3,Jeremy Lamb makes free throw 2 of 2,Jeremy Lamb,regular,72 - 74,2015 - 2016,1,1:09
94 - 102,CHA - NY,400828049,4,Spencer Hawes makes free throw 1 of 2,Spencer Hawes,regular,73 - 80,2015 - 2016,1,11:26
94 - 102,CHA - NY,400828049,4,Spencer Hawes makes free throw 2 of 2,Spencer Hawes,regular,74 - 80,2015 - 2016,1,11:26
94 - 102,CHA - NY,400828049,4,Jose Calderon makes free throw 2 of 2,Jose Calderon,regular,81 - 90,2015 - 2016,1,7:45
94 - 102,CHA - NY,400828049,4,Jose Calderon makes free throw 1 of 1,Jose Calderon,regular,81 - 90,2015 - 2016,1,7:45
94 - 102,CHA - NY,400828049,4,Kristaps Porzingis makes free throw 1 of 1,Kristaps Porzingis,regular,81 - 93,2015 - 2016,1,7:35
94 - 102,CHA - NY,400828049,4,Kemba Walker makes free throw 1 of 2,Kemba Walker,regular,84 - 95,2015 - 2016,1,6:09
94 - 102,CHA - NY,400828049,4,Kemba Walker makes free throw 2 of 2,Kemba Walker,regular,85 - 95,2015 - 2016,1,6:09
94 - 102,CHA - NY,400828049,4,Kristaps Porzingis makes free throw 1 of 2,Kristaps Porzingis,regular,94 - 99,2015 - 2016,1,0:11
94 - 102,CHA - NY,400828049,4,Kristaps Porzingis makes free throw 2 of 2,Kristaps Porzingis,regular,94 - 100,2015 - 2016,1,0:11
94 - 102,CHA - NY,400828049,4,Carmelo Anthony makes free throw 1 of 2,Carmelo Anthony,regular,94 - 101,2015 - 2016,1,0:03
94 - 102,CHA - NY,400828049,4,Carmelo Anthony makes free throw 2 of 2,Carmelo Anthony,regular,94 - 102,2015 - 2016,1,0:03
115 - 98,DEN - NO,400828050,1,Kenneth Faried makes free throw 1 of 1,Kenneth Faried,regular,17 - 12,2015 - 2016,1,5:09
115 - 98,DEN - NO,400828050,2,Danilo Gallinari makes free throw 1 of 2,Danilo Gallinari,regular,46 - 41,2015 - 2016,1,4:18
115 - 98,DEN - NO,400828050,2,Danilo Gallinari misses free throw 2 of 2,Danilo Gallinari,regular,46 - 41,2015 - 2016,0,4:18
115 - 98,DEN - NO,400828050,2,Gary Harris misses free throw 1 of 2,Gary Harris,regular,46 - 43,2015 - 2016,0,3:51
115 - 98,DEN - NO,400828050,2,Gary Harris makes free throw 2 of 2,Gary Harris,regular,47 - 43,2015 - 2016,1,3:51
115 - 98,DEN - NO,400828050,2,Gary Harris makes free throw 1 of 2,Gary Harris,regular,50 - 49,2015 - 2016,1,1:04
115 - 98,DEN - NO,400828050,2,Gary Harris makes free throw 2 of 2,Gary Harris,regular,51 - 49,2015 - 2016,1,1:04
115 - 98,DEN - NO,400828050,2,Eric Gordon makes free throw 1 of 2,Eric Gordon,regular,51 - 50,2015 - 2016,1,0:51
115 - 98,DEN - NO,400828050,2,Eric Gordon makes free throw 2 of 2,Eric Gordon,regular,51 - 51,2015 - 2016,1,0:51
115 - 98,DEN - NO,400828050,3,Danilo Gallinari makes free throw 1 of 1,Danilo Gallinari,regular,62 - 57,2015 - 2016,1,8:41
115 - 98,DEN - NO,400828050,3,Dante Cunningham misses free throw 1 of 2,Dante Cunningham,regular,65 - 57,2015 - 2016,0,7:50
115 - 98,DEN - NO,400828050,3,Dante Cunningham makes free throw 2 of 2,Dante Cunningham,regular,65 - 58,2015 - 2016,1,7:50
115 - 98,DEN - NO,400828050,3,Eric Gordon makes technical free throw,Eric Gordon,regular,83 - 73,2015 - 2016,1,1:27
115 - 98,DEN - NO,400828050,4,Randy Foye makes free throw 1 of 1,Randy Foye,regular,86 - 77,2015 - 2016,1,9:21
115 - 98,DEN - NO,400828050,4,Ryan Anderson makes free throw 1 of 2,Ryan Anderson,regular,88 - 78,2015 - 2016,1,8:41
115 - 98,DEN - NO,400828050,4,Ryan Anderson makes free throw 2 of 2,Ryan Anderson,regular,88 - 79,2015 - 2016,1,8:41
115 - 98,DEN - NO,400828050,4,Jrue Holiday makes free throw 1 of 2,Jrue Holiday,regular,90 - 83,2015 - 2016,1,7:09
115 - 98,DEN - NO,400828050,4,Jrue Holiday makes free throw 2 of 2,Jrue Holiday,regular,90 - 84,2015 - 2016,1,7:09
115 - 98,DEN - NO,400828050,4,Ryan Anderson misses free throw 1 of 2,Ryan Anderson,regular,93 - 84,2015 - 2016,0,6:37
115 - 98,DEN - NO,400828050,4,Ryan Anderson makes free throw 2 of 2,Ryan Anderson,regular,93 - 85,2015 - 2016,1,6:37
115 - 98,DEN - NO,400828050,4,Emmanuel Mudiay misses free throw 1 of 1,Emmanuel Mudiay,regular,95 - 85,2015 - 2016,0,6:18
115 - 98,DEN - NO,400828050,4,Danilo Gallinari makes technical free throw,Danilo Gallinari,regular,106 - 90,2015 - 2016,1,2:47
115 - 98,DEN - NO,400828050,4,Emmanuel Mudiay makes free throw 1 of 2,Emmanuel Mudiay,regular,107 - 90,2015 - 2016,1,2:47
115 - 98,DEN - NO,400828050,4,Emmanuel Mudiay makes free throw 2 of 2,Emmanuel Mudiay,regular,108 - 90,2015 - 2016,1,2:47
110 - 115,TOR - GS,400828051,1,Kyle Lowry makes free throw 1 of 2,Kyle Lowry,regular,Jan-00,2015 - 2016,1,10:52
110 - 115,TOR - GS,400828051,1,Kyle Lowry makes free throw 2 of 2,Kyle Lowry,regular,Feb-00,2015 - 2016,1,10:52
110 - 115,TOR - GS,400828051,1,DeMar DeRozan makes free throw 1 of 2,DeMar DeRozan,regular,9-May,2015 - 2016,1,8:22
110 - 115,TOR - GS,400828051,1,DeMar DeRozan makes free throw 2 of 2,DeMar DeRozan,regular,9-Jun,2015 - 2016,1,8:22
110 - 115,TOR - GS,400828051,1,Kyle Lowry makes free throw 1 of 2,Kyle Lowry,regular,13-Sep,2015 - 2016,1,5:47
110 - 115,TOR - GS,400828051,1,Kyle Lowry makes free throw 2 of 2,Kyle Lowry,regular,13-Oct,2015 - 2016,1,5:47
110 - 115,TOR - GS,400828051,1,Kyle Lowry makes free throw 1 of 2,Kyle Lowry,regular,20 - 17,2015 - 2016,1,3:06
110 - 115,TOR - GS,400828051,1,Kyle Lowry makes free throw 2 of 2,Kyle Lowry,regular,21 - 17,2015 - 2016,1,3:06
110 - 115,TOR - GS,400828051,1,Stephen Curry makes technical free throw,Stephen Curry,regular,23 - 21,2015 - 2016,1,2:00
